_id,PracticeCode,GPPracticeName,PracticeListSize,AddressLine1,AddressLine2,AddressLine3,AddressLine4,Postcode,TelephoneNumber,PracticeType,Dispensing,HB,HSCP,DataZone,GPCluster
836,84350,The Rhinns Medical Centre,770,Port Charlotte,Isle of Islay,Argyll,"",PA48 7UD,01496   850   210,17J,Y,S08000022,S37000004,S01007325,Highland Subset 4
837,84383,Jura Medical Practice,265,Jura Medical Practice,Glencairn Surgery,Craighouse,Isle of Jura,PA60 7XG,01496   820   218,17J,Y,S08000022,S37000004,S01007324,Highland Subset 4
838,84415,Lochgilphead Medical Centre,6672,Lochgilphead Medical Centre,Mid Argyll Community Hosp & Integrated Care Centre,Blarbuie Road,Lochgilphead,PA31 8JZ,01546   462   002,17J,N,S08000022,S37000004,S01007317,Highland Subset 3
839,84449,Dr P M R Von Kaehne,520,Dr P M R Von Kaehne,Lochgoilhead Medical Centre,Lochgoilhead,Cairndow,PA24 8AQ,01301   703   258,17J,Y,S08000022,S37000004,S01007355,Highland Subset 5
840,84538,Mull & Iona Medical Group,3486,Mull & Iona Medical Group - Tobermory,The Surgery,Rockfield Road,Tobermory,PA75 6PN,01688   302   013,17J,Y,S08000022,S37000004,S01007286,Highland Subset 1
841,84581,Lorn Medical Centre,11182,Lorn Medical Centre,Soroba Road,Oban,Argyll,PA34 4HE,01631   563   175,17J,N,S08000022,S37000004,S01007295,Highland Subset 1
842,84646,The Bute Practice,6324,The Bute Practice,The Health Centre,High Street,Rothesay,PA20 9JL,01700   502   290,17J,N,S08000022,S37000004,S01007348,Highland Subset 3
843,84684,Dr Robert S B Coull,961,Dr Robert S B Coull,Strachur Medical Practice,Dalnacraig,"Strachur, Cairndow",PA27 8BX,01369   860   224,17J,Y,S08000022,S37000004,S01007357,Highland Subset 5
844,84716,Dr Tittmar and Partner,1537,Dr Tittmar and Partner,Riverbank Surgery,Kilmun,Argyll,PA23 8SE,01369   840   279,17J,Y,S08000022,S37000004,S01007355,Highland Subset 5
845,84740,Tarbert Medical Practice,1759,Tarbert Medical Practice,Campbeltown Road,Tarbert,Argyll,PA29 6TY,01880   820   219,17J,N,S08000022,S37000004,S01007322,Highland Subset 3
846,84773,Dr A MacGregor & Dr N Hallum,1131,Dr A MacGregor & Dr N Hallum,Kyles Medical Centre,Tighnabruaich,Argyll,PA21 2BE,01700   811   207,17J,Y,S08000022,S37000004,S01007351,Highland Subset 5
847,84805,Tiree Medical Practice,756,Tiree Medical Practice,Baugh Surgery,Isle of Tiree,Argyll,PA77 6UN,01879   220   323,17J,Y,S08000022,S37000004,S01007284,Highland Subset 2
848,84810,Kintyre Medical Group,1168,Kintyre Medical Group,Muasdale Surgery,Muasdale,"Tarbert, Argyll",PA29 6XD,01583   421   206,2C,Y,S08000022,S37000004,S01007329,Highland Subset 3
849,85009,Dr David F Troup & Partner,1114,Dr David F Troup & Partner,Arrochar Surgery,Kirkfield Place,Arrochar,G83 7AE,01301   702   050,17J,Y,S08000022,S37000004,S01007358,Highland Subset 6
850,85032,Alcluith Practice,2548,Alcluith Practice,The Health Centre,Station Road,Dumbarton,G82 1PW,01389   811   811,17J,N,S08000031,S37000029,S01013195,Dumbarton
851,85047,The Riverbank Practice,5584,The Riverbank Practice,The Health Centre,Station Road,Dumbarton,G82 1PW,01389   811   862,17J,N,S08000031,S37000029,S01013195,Dumbarton
852,85066,Levenside Medical Practice,8343,Levenside Medical Practice,The Health Centre,Station Road,Dumbarton,G82 1PW,01389   811   844,17J,N,S08000031,S37000029,S01013195,Dumbarton
853,85071,Dr K N Lynn & Dr J M Mcdevitt,3461,Dr K N Lynn & Dr J M Mcdevitt,The Health Centre,Station Road,Dumbarton,G82 1PW,01389   811   855,17J,N,S08000031,S37000029,S01013195,Dumbarton
854,85090,Dr Stephen H Dunn & Partners,4403,Dr Stephen H Dunn & Partners,The Health Centre,Station Road,Dumbarton,G82 1PW,01389   811   833,17J,N,S08000031,S37000029,S01013195,Dumbarton
855,85117,Garelochhead Medical Centre,1868,Garelochhead Medical Centre,McAulay Place,Feorlin Way,Garelochhead,G84 0SL,01436   810   370,17C,N,S08000022,S37000004,S01007379,Highland Subset 6
856,85141,Millig Practice,9422,Millig Practice,The Medical Centre,12 East King Street,Helensburgh,G84 7QL,01436   673   366,17J,N,S08000022,S37000004,S01007397,Highland Subset 6
857,85155,Dr McLachlan & Partners,9034,Dr McLachlan & Partners,The Medical Centre,12 East King Street,Helensburgh,G84 7QL,01436   672   277,17J,N,S08000022,S37000004,S01007397,Highland Subset 6
858,85193,Kilcreggan Medical Practice,2444,Kilcreggan Medical Practice,The Health Centre,Kilcreggan,Argyll,G84 0JL,01436   842   156,17J,N,S08000022,S37000004,S01007373,Highland Subset 6
859,85225,The Lennox Practice,4810,The Lennox Practice,The Vale Centre for Health & Care,Main Street,ALEXANDRIA,G83 0UA,01389   828   616,17J,N,S08000031,S37000029,S01013228,Alexandria
860,85230,Loch Lomond Surgery,7783,Loch Lomond Surgery,75 Bank Street,Alexandria,"",G83 0NB,01389   752   626,17J,N,S08000031,S37000029,S01013223,Alexandria
861,85259,Inchcruin Practice,3621,Inchcruin Practice,The Vale Centre for Health & Care,Main Street,ALEXANDRIA,G83 0UE,01389   828   600,17J,N,S08000031,S37000029,S01013228,Alexandria
862,85403,Oak View Medical Practice,9308,Oak View Medical Practice,The Vale Centre for Health & Care,Main Street,Alexandria,G83 0UE,01389   752   650,17C,N,S08000031,S37000029,S01013228,Alexandria
863,86001,Gourock Medical Practice,8120,Gourock Medical Practice,Gourock Health Centre,181 Shore Street,Gourock,PA19 1AQ,01475   607   177,17J,N,S08000031,S37000017,S01010842,Inverclyde West
864,86177,Ardgowan Medical Practice,9285,Ardgowan Medical Practice,2 Finnart Street,Greenock,"",PA16 8HW,01475   888   155,17J,N,S08000031,S37000017,S01010875,Inverclyde West
865,86181,Mount Pleasant Practice,6098,Mount Pleasant Practice,Station View Health Centre,84 Holmscroft Street,Greenock,PA15 4DG,01475   884    300,17J,N,S08000031,S37000017,S01010888,Inverclyde West
866,86196,"Drs Simpson, Luty & Ormond",2896,"Drs Simpson, Luty & Ormond",'Dorema',Bridge Of Weir Road,Kilmacolm,PA13 4AP,01505   872   155,17J,N,S08000031,S37000017,S01010816,Inverclyde East
867,86209,The New Surgery,3546,The New Surgery,The Cargill Centre,Lochwinnoch Road,Kilmacolm,PA13 4LE,01505   872   844,17J,Y,S08000031,S37000017,S01010816,Inverclyde East
868,86228,"Dr Hogan, Allen & Quinn",2884,"Dr Hogan, Allen & Quinn",Greenock Health & Care Centre,Wellington Street,Greenock,PA15 4NH,01475   608    800,17C,N,S08000031,S37000017,S01010886,Inverclyde Central
869,86271,The Health Centre,3904,"Drs McCartney, Addiscott, Green & Thorman",The Health Centre,2 Bay Street,Port Glasgow,PA14 5EW,01475   745   321,17J,N,S08000031,S37000017,S01010911,Inverclyde East
870,86285,Drs Macdonald & Mitchell,3842,Drs Macdonald & Mitchell,The Health Centre,2 Bay Street,Port Glasgow,PA14 5EW,01475   506   038,17C,N,S08000031,S37000017,S01010911,Inverclyde East
871,86321,Newark Medical Practice,3961,Newark Medical Practice,The Health Centre,2 Bay Street,Port Glasgow,PA14 5EW,01475   600    600,17J,N,S08000031,S37000017,S01010911,Inverclyde East
872,86336,Port Glasgow Medical Centre,5099,Port Glasgow Medical Centre,Medical Centre,4 Dubbs Place,Port Glasgow,PA14 5UD,01475   705   604,17J,N,S08000031,S37000017,S01010918,Inverclyde East
873,86341,The Roxburgh Practice,5463,The Roxburgh Practice,Station View Health Centre,84 Holmscroft Street,Greenock,PA15 4DG,01475   558   300,17C,N,S08000031,S37000017,S01010888,Inverclyde West
874,86360,Lochview Medical Practice,10198,Lochview Medical Practice,Greenock Health & Care Centre,Wellington Street,Greenock,PA15 4NH,01475   60    88 8,17C,N,S08000031,S37000017,S01010886,Inverclyde Central
875,86374,Cochrane Medical Practice,14584,Cochrane Medical Practice,Greenock Health & Care Centre,Wellington Street,Greenock,PA15 4NH,01475   553   560,17C,N,S08000031,S37000017,S01010886,Inverclyde West
876,87019,Gleniffer Medical Group,8988,Gleniffer Medical Group,Barrhead Health & Care Centre,213 Main Street,Barrhead,G78 1SW,0141 800  7020,17J,N,S08000031,S37000011,S01008310,Barrhead
877,87023,Neilston Medical Practice,4101,Neilston Medical Practice,The Medical Centre,1 High Street,Neilston,G78 3HJ,0141 880  6505,17J,N,S08000031,S37000011,S01008300,Barrhead
878,87108,The Oaks Medical Practice,3988,The Oaks Medical Practice,"1st Floor, Barrhead Health & Care Centre",213 Main Street,Barrhead,G78 1SW,0141 800  7085,17J,N,S08000031,S37000011,S01008310,Barrhead
879,87112,Bishopton Medical Practice,10311,Bishopton Medical Practice,Greenock Road,Bishopton,Renfrewshire,PA7 5AW,01505   863   223,17J,N,S08000031,S37000024,S01012216,West Renfrewshire 1
880,87146,Strathgryffe Medical Practice,10503,Strathgryffe Medical Practice,"Houston Surgery, Kirk Road",Houston,Renfrewshire,PA6 7AR,01505   613   240,17J,N,S08000031,S37000024,S01012030,West Renfrewshire 3
881,87165,Levern Medical Group,8319,Levern Medical Group,Barrhead Health & Care Centre,213 Main Street,Barrhead,G78 1SW,0141 800  7000,17J,N,S08000031,S37000011,S01008310,Barrhead
882,87184,"Drs Macpherson, Hanley,Tobin & Al-Ani",8889,"Drs Macpherson, Hanley,Tobin & Al-Ani",Mains Medical Centre,300 Mains Drive,Erskine,PA8 7JQ,0141 812  3230,17J,N,S08000031,S37000024,S01012197,West Renfrewshire 1
883,87235,Bridgewater Medical Centre,2029,Bridgewater Medical Centre,15 Kilpatrick Drive,Erskine,"",PA8 7AF,0141 812  2022,17J,N,S08000031,S37000024,S01012198,West Renfrewshire 1
884,87292,Ludovic Medical Practice,7656,Ludovic Medical Practice,60 Quarry Street,Johnstone,"",PA5 8EY,01505   324   348,17J,N,S08000031,S37000024,S01012046,West Renfrewshire 3
885,87305,Quarryside Medical Practice,4405,Quarryside Medical Practice,Linden Medical Centre,25 Floors Street,Johnstone,PA5 8PZ,01505   321   733,17J,N,S08000031,S37000024,S01012046,West Renfrewshire 4
886,87324,Ravenswood Surgery,6581,Ravenswood Surgery,Thomson Avenue,Johnstone,"",PA5 8SU,01505   331   979,17J,N,S08000031,S37000024,S01012045,West Renfrewshire 4
887,87339,"Drs Howie, Smith & Dobbs",5456,"Drs Howie , Smith & Dobbs",Riverview Medical Centre,6/8 George Street,Johnstone,PA5 8SL,01505   320   208,17J,N,S08000031,S37000024,S01012045,West Renfrewshire 3
888,87343,Dr Cassidy & Partners,4050,Dr Cassidy & Partners,Linden Medical Centre,25 Floors Street,Johnstone,PA5 8PZ,01505   320   151,17J,N,S08000031,S37000024,S01012046,West Renfrewshire 4
889,87409,Dr Richmond & Partners,5667,Dr Richmond & Partners,Linwood Health Centre,5 Bridge Street,Linwood,PA3 3DB,01505   321   051,17J,N,S08000031,S37000024,S01012221,West Renfrewshire 3
890,87432,Mistylaw Medical Practice,4684,Mistylaw Medical Practice,31 Main Road,Lochwinnoch,"",PA12 4AH,01505   842   200,17J,N,S08000031,S37000024,S01012019,West Renfrewshire 4
891,87466,The Charleston Surgery,7108,The Charleston Surgery,5 South Campbell St,Paisley,"",PA2 6LR,0141 889  4373,17J,N,S08000031,S37000024,S01012129,Paisley 5
892,87471,Anchor Mill Medical Practice,8893,Anchor Mill Medical Practice,4 Saucel Crescent,Paisley,"",PA1 1UB,0141 889  8809,17J,N,S08000031,S37000024,S01012128,Paisley 5
893,87485,Tannahill Surgery,3288,The Tannahill Centre,76 Blackstoun Road,Paisley,"",PA3 1NT,0141 889  7631,17J,N,S08000031,S37000024,S01012067,Paisley 6
894,87490,King Street Surgery,9576,King Street Surgery,The Surgery,15 King Street,Paisley,PA1 2PS,0141 889  3144,17J,N,S08000031,S37000024,S01012070,Paisley 6
895,87502,The Consulting Rooms,7330,The Consulting Rooms,21 Neilston Rd,Paisley,"",PA2 6LW,0141 889  5277,17J,N,S08000031,S37000024,S01012129,Paisley 6
896,87517,Glenburn Medical Practice,3347,Glenburn Medical Practice,Glenburn Health Centre,Fairway Avenue,Paisley,PA2 8DX,0141 884  7788,17J,N,S08000031,S37000024,S01012102,Paisley 5
897,87521,The Kelburn Practice,4345,The Kelburn Practice,Northcroft Medical Centre,Northcroft Street,Paisley,PA3 4AD,0141 889  3356,17J,N,S08000031,S37000024,S01012153,Paisley 5
898,87541,The Greenlaw Practice,7549,The Greenlaw Practice,Northcroft Medical Centre,Paisley,"",PA3 4AD,0141 889  8465,17J,N,S08000031,S37000024,S01012153,Paisley 5
899,87555,The Mirin Practice,9109,The Mirin Practice,The Surgery,3 Glasgow Road,Paisley,PA1 3QS,0141 889  2604,17J,N,S08000031,S37000024,S01012134,Paisley 6
900,87560,The Love Street Medical Centre,5639,The Love Street Medical Centre,40 Love Street,Paisley,"",PA3 2DY,0141 531  3430,17J,N,S08000031,S37000024,S01012153,Paisley 6
901,87606,The Barony Practice,6162,The Barony Practice,Northcroft Medical Centre,Paisley,"",PA3 4AD,0141 889  3732,17J,N,S08000031,S37000024,S01012153,Paisley 5
902,87625,Abbey Medical Centre,11096,Abbey Medical Centre,Lonend,Paisley,"",PA1 1SU,0141 889  4088,17J,N,S08000031,S37000024,S01012126,Paisley 5
903,87697,Braehead Medical Practice,7736,Braehead Medical Practice,Renfrew Health Centre,10 Ferry Road,Renfrew,PA4 8RU,0141 207  7480,17J,N,S08000031,S37000024,S01012183,West Renfrewshire 2
904,87700,Clydeview Medical Practice,9545,Clydeview Medical Practice,Renfrew Health Centre,10 Ferry Road,Renfrew,PA4 8RU,0141 207  7730,17J,N,S08000031,S37000024,S01012183,West Renfrewshire 2
905,87714,Kingsinch Medical Practice,6803,Kingsinch Medical Practice,Renfrew Health Centre,10 Ferry Road,Renfrew,PA4 8RU,0141 207  7700,17J,N,S08000031,S37000024,S01012183,West Renfrewshire 2
906,87729,Westfield Medical Practice,4860,Westfield Medical Practice,Linden Medical Centre,25 Floors Street,Johnstone,PA5 8PZ,01505   337   999,17J,N,S08000031,S37000024,S01012046,West Renfrewshire 3
907,87733,Bargarran Medical Practice,4156,Bargarran Medical Practice,Erskine Clinic,Bargarran Centre,Erskine,PA8 6BS,0141 314  9313,17J,N,S08000031,S37000024,S01012210,West Renfrewshire 1
908,90031,The Group Practice,8068,The Group Practice,Springfield Road,Stornoway,Isle Of Lewis,HS1 2PS,01851   703   145,17J,Y,S08000028,S37000031,S01009043,Western Isles
909,90098,North Harris Medical Practice,1271,North Harris Medical Practice,The Surgery,Tarbert,Isle of Harris,HS3 3BG,01859   502   421,17C,Y,S08000028,S37000031,S01009024,Western Isles
910,90101,South Harris Medical Practice,565,South Harris Medical Practice,Ferry Road,Leverburgh,Isle Of Harris,HS5 3UA,01859   520   278,17J,Y,S08000028,S37000031,S01009023,Western Isles
911,90115,North Uist Medical Practice,1403,North Uist Medical Practice,The Surgery,Lochmaddy,Isle Of North Uist,HS6 5AE,01876   500   333,17C,Y,S08000028,S37000031,S01009022,Western Isles
912,90120,Benbecula Medical Practice,2322,Benbecula Medical Practice,Sorelle Lodge Surgery,Griminish,Isle Of Benbecula,HS7 5QA,01870   602   215,17J,Y,S08000028,S37000031,S01009019,Western Isles
913,90134,South Uist Medical Practice,1011,South Uist Medical Practice,Daliburgh,Isle Of South Uist,Isle Of South Uist,HS8 5SS,01878   700   302,17J,Y,S08000028,S37000031,S01009017,Western Isles
914,90149,Barra Medical Practice,1279,Barra Medical Practice,Clach Mhile Surgery,Castlebay,Isle Of Barra,HS9 5XD,01871   810   282,17J,Y,S08000028,S37000031,S01009014,Western Isles
915,90172,Broadbay Medical Practice,5877,Broadbay Medical Practice,16 Francis Street,Stornoway,Isle of Lewis,HS1 2XB,01851   703   588,17C,N,S08000028,S37000031,S01009041,Western Isles
916,90204,Langabhat Medical Practice,5263,Langabhat Medical Practice,Leurbost,Lochs,Isle of Lewis,HS2 9JP,01851   860   222,17J,Y,S08000028,S37000031,S01009026,Western Isles
